Gene,ep_locus,Enhancer_or_Promoter,Chromatin_domain,Tissue_specificity
srap-1,chrII:11205914:11206064,putative_enhancer,R,Hypod
srap-1,chrII:11207706:11207856,putative_enhancer,R,Unclassified
srap-1,chrII:11211849:11211999,putative_enhancer,R,Unclassified
.,chrII:11220873:11221023,putative_enhancer,R,Unclassified
T06D8.3,chrII:11221911:11222061,coding_promoter,R,Unclassified
T06D8.3,chrII:11223053:11223203,putative_enhancer,R,Unclassified
cox-15,chrII:11234860:11235010,putative_enhancer,A,Muscle
cchl-1,chrII:11236392:11236542,coding_promoter,A,Ubiq
T06D8.9,chrII:11239077:11239227,coding_promoter,A,Ubiq
rpn-9,chrII:11239077:11239227,coding_promoter,A,Ubiq
T06D8.9,chrII:11239520:11239670,coding_promoter,A,Unclassified
T06D8.10,chrII:11247627:11247777,coding_promoter,border,Hypod
T06D8.10,chrII:11248012:11248162,coding_promoter,border,Hypod
T05B9.2,chrII:11255603:11255753,coding_promoter,R,Unclassified
T05B9.1,chrII:11261289:11261439,coding_promoter,R,Germline
.,chrII:11273690:11273840,putative_enhancer,R,Unclassified
.,chrII:11274999:11275149,putative_enhancer,R,Muscle
.,chrII:11275584:11275734,putative_enhancer,R,Germline_Muscle
.,chrII:11276424:11276574,putative_enhancer,R,Unclassified
.,chrII:11279742:11279892,putative_enhancer,R,Intest
unc-130,chrII:11280099:11280249,coding_promoter,R,Unclassified
unc-130,chrII:11281319:11281469,putative_enhancer,R,Muscle
unc-130,chrII:11281672:11281822,coding_promoter,R,Unclassified
unc-130,chrII:11282051:11282201,putative_enhancer,R,Unclassified
unc-130,chrII:11283092:11283242,putative_enhancer,R,Unclassified
.,chrII:11285402:11285552,putative_enhancer,R,Unclassified
.,chrII:11286807:11286957,putative_enhancer,R,Unclassified
.,chrII:11288343:11288493,putative_enhancer,border,Unclassified
.,chrII:11290522:11290672,putative_enhancer,A,Unclassified
C47G2.6,chrII:11293520:11293670,coding_promoter,A,Ubiq
C47G2.4,chrII:11293520:11293670,coding_promoter,A,Ubiq
saps-1,chrII:11297368:11297518,coding_promoter,A,Ubiq
saps-1,chrII:11300891:11301041,putative_enhancer,A,Unclassified
samp-1,chrII:11305229:11305379,putative_enhancer,A,Hypod
rsf-1,chrII:11305734:11305884,coding_promoter,A,Ubiq-Biased
rsf-1,chrII:11306117:11306267,coding_promoter,A,Ubiq-Biased
rsf-1,chrII:11308075:11308225,putative_enhancer,A,Unclassified
rsf-1,chrII:11308796:11308946,coding_promoter,A,Muscle
rsf-1,chrII:11309108:11309258,putative_enhancer,A,Muscle
rsf-1,chrII:11311391:11311541,putative_enhancer,A,Unclassified
T24F1.7,chrII:11312388:11312538,coding_promoter,border,Unclassified
T24F1.4,chrII:11314242:11314392,putative_enhancer,border,Neurons
T24F1.4,chrII:11315466:11315616,coding_promoter,border,Neurons
T24F1.4,chrII:11316641:11316791,putative_enhancer,border,Neurons_Muscle
T24F1.4,chrII:11316923:11317073,coding_promoter,border,Neurons_Muscle
nlp-51,chrII:11321384:11321534,coding_promoter,R,Unclassified
tag-180,chrII:11329155:11329305,putative_enhancer,R,Neurons
tag-180,chrII:11333268:11333418,putative_enhancer,R,Neurons
tag-180,chrII:11335848:11335998,coding_promoter,R,Neurons
sqt-1,chrII:11337853:11338003,coding_promoter,R,Hypod
rmd-3,chrII:11339542:11339692,coding_promoter,R,Germline
B0491.5,chrII:11343917:11344067,putative_enhancer,A,Unclassified
B0491.5,chrII:11345720:11345870,coding_promoter,A,Ubiq
B0491.1,chrII:11347974:11348124,coding_promoter,A,Ubiq-Biased
B0491.6,chrII:11347974:11348124,coding_promoter,A,Ubiq-Biased
B0491.1,chrII:11348359:11348509,coding_promoter,A,Ubiq
B0491.6,chrII:11348359:11348509,coding_promoter,A,Ubiq
B0491.1,chrII:11348711:11348861,putative_enhancer,A,Unclassified
clh-2,chrII:11351802:11351952,coding_promoter,A,Germline_Neurons
clh-2,chrII:11355306:11355456,coding_promoter,R,Muscle
clh-2,chrII:11358253:11358403,putative_enhancer,R,Neurons
clh-2,chrII:11365354:11365504,putative_enhancer,R,Germline_Neurons_Muscle
C33B4.2,chrII:11372000:11372150,putative_enhancer,R,Hypod
.,chrII:11373005:11373155,putative_enhancer,R,Unclassified
C33B4.4,chrII:11376865:11377015,putative_enhancer,R,Germline
C33B4.4,chrII:11377416:11377566,putative_enhancer,R,Unclassified
C33B4.4,chrII:11377774:11377924,coding_promoter,R,Neurons
shn-1,chrII:11384945:11385095,putative_enhancer,R,Muscle
shn-1,chrII:11390985:11391135,coding_promoter,R,Unclassified
shn-1,chrII:11391589:11391739,putative_enhancer,R,Hypod
shn-1,chrII:11393875:11394025,putative_enhancer,R,Unclassified
shn-1,chrII:11395108:11395258,putative_enhancer,R,Unclassified
shn-1,chrII:11396202:11396352,coding_promoter,R,Unclassified
shn-1,chrII:11397165:11397315,coding_promoter,R,Low
shn-1,chrII:11398864:11399014,putative_enhancer,R,Unclassified
shn-1,chrII:11400575:11400725,coding_promoter,R,Unclassified
shn-1,chrII:11401498:11401648,putative_enhancer,R,Hypod
shn-1,chrII:11403324:11403474,coding_promoter,R,Unclassified
C05D12.7,chrII:11404527:11404677,coding_promoter,R,Neurons
C05D12.7,chrII:11405672:11405822,putative_enhancer,R,Neurons
C05D12.7,chrII:11407738:11407888,putative_enhancer,R,Unclassified
C05D12.1,chrII:11412323:11412473,putative_enhancer,R,Neurons_Hypod
C05D12.1,chrII:11414310:11414460,putative_enhancer,R,Hypod
C05D12.1,chrII:11415612:11415762,putative_enhancer,R,Unclassified
C05D12.1,chrII:11415915:11416065,coding_promoter,R,Hypod
C05D12.3,chrII:11424180:11424330,coding_promoter,R,Intest
C05D12.3,chrII:11424710:11424860,putative_enhancer,R,Unclassified
C05D12.3,chrII:11428766:11428916,putative_enhancer,R,Intest
vha-6,chrII:11438569:11438719,coding_promoter,R,Intest
VW02B12L.2,chrII:11440318:11440468,coding_promoter,A,Ubiq
.,chrII:11440551:11440701,putative_enhancer,A,Unclassified
.,chrII:11440865:11441015,putative_enhancer,A,Unclassified
ebp-2,chrII:11442560:11442710,coding_promoter,A,Ubiq-Biased
adbp-1,chrII:11444002:11444152,coding_promoter,A,Unclassified
W02B12.13,chrII:11445150:11445300,coding_promoter,A,Unclassified
W02B12.13,chrII:11447431:11447581,putative_enhancer,A,Unclassified
W02B12.1,chrII:11448880:11449030,coding_promoter,A,Intest
rsp-2,chrII:11451504:11451654,putative_enhancer,A,Unclassified
rsp-2,chrII:11452505:11452655,putative_enhancer,A,Unclassified
rsp-1,chrII:11453124:11453274,coding_promoter,A,Ubiq-Biased
rsp-2,chrII:11453124:11453274,coding_promoter,A,Ubiq-Biased
rsp-1,chrII:11453747:11453897,coding_promoter,A,Ubiq
rsp-2,chrII:11453747:11453897,coding_promoter,A,Ubiq
rsp-1,chrII:11454232:11454382,putative_enhancer,A,Unclassified
rsp-1,chrII:11454679:11454829,putative_enhancer,A,Unclassified
W02B12.4,chrII:11456779:11456929,putative_enhancer,A,Unclassified
W02B12.4,chrII:11460003:11460153,coding_promoter,A,Intest
rga-1,chrII:11464014:11464164,coding_promoter,A,Ubiq
aars-1,chrII:11464014:11464164,coding_promoter,A,Ubiq
rga-1,chrII:11464550:11464700,coding_promoter,A,Soma
aars-1,chrII:11464550:11464700,coding_promoter,A,Soma
cisd-1,chrII:11469831:11469981,coding_promoter,A,Muscle_Hypod_Intest
W02B12.11,chrII:11472171:11472321,coding_promoter,A,Unclassified
W02B12.10,chrII:11472531:11472681,putative_enhancer,A,Unclassified
W02B12.11,chrII:11472531:11472681,putative_enhancer,A,Unclassified
W02B12.11,chrII:11472745:11472895,coding_promoter,A,Muscle_Hypod_Intest
W02B12.11,chrII:11473740:11473890,coding_promoter,A,Ubiq
W02B12.10,chrII:11473740:11473890,coding_promoter,A,Ubiq
W02B12.12,chrII:11481217:11481367,coding_promoter,R,Unclassified
twk-5,chrII:11485313:11485463,coding_promoter,border,Hypod
ttr-18,chrII:11485797:11485947,putative_enhancer,border,Unclassified
B0334.13,chrII:11486956:11487106,coding_promoter,border,Hypod
ttr-18,chrII:11486956:11487106,coding_promoter,border,Hypod
B0334.13,chrII:11488142:11488292,coding_promoter,border,Unclassified
B0334.3,chrII:11491611:11491761,putative_enhancer,A,Unclassified
B0334.3,chrII:11492028:11492178,coding_promoter,A,Unclassified
B0334.3,chrII:11492996:11493146,coding_promoter,A,Ubiq-Biased
ooc-3,chrII:11493380:11493530,putative_enhancer,A,Unclassified
ooc-3,chrII:11495230:11495380,putative_enhancer,A,Unclassified
B0334.4,chrII:11495489:11495639,coding_promoter,A,Ubiq
ooc-3,chrII:11495489:11495639,coding_promoter,A,Ubiq
emc-5,chrII:11496932:11497082,putative_enhancer,A,Muscle
B0334.20,chrII:11499945:11500095,putative_enhancer,border,Germline
B0334.20,chrII:11500325:11500475,coding_promoter,border,Unclassified
.,chrII:11501459:11501609,putative_enhancer,border,Unclassified
B0334.6,chrII:11508719:11508869,coding_promoter,border,Unclassified
B0334.6,chrII:11510457:11510607,coding_promoter,border,Unclassified
B0334.10,chrII:11518631:11518781,putative_enhancer,border,Germline
mdt-8,chrII:11529169:11529319,putative_enhancer,A,Germline
Y62F5A.11,chrII:11532045:11532195,putative_enhancer,A,Unclassified
mdt-8,chrII:11532045:11532195,putative_enhancer,A,Unclassified
Y62F5A.12,chrII:11534567:11534717,coding_promoter,A,Unclassified
.,chrII:11534919:11535069,putative_enhancer,A,Ubiq-Biased
Y62F5A.9,chrII:11535575:11535725,putative_enhancer,A,Germline
Y62F5A.9,chrII:11536058:11536208,putative_enhancer,A,Unclassified
Y62F5A.9,chrII:11537294:11537444,putative_enhancer,A,Germline
Y62F5A.9,chrII:11538731:11538881,putative_enhancer,A,Unclassified
F54D5.12,chrII:11539828:11539978,putative_enhancer,A,Unclassified
F54D5.12,chrII:11540694:11540844,coding_promoter,A,Unclassified
F54D5.11,chrII:11542495:11542645,coding_promoter,A,Ubiq
F54D5.9,chrII:11542845:11542995,putative_enhancer,A,Unclassified
F54D5.9,chrII:11543129:11543279,putative_enhancer,A,Unclassified
dnj-13,chrII:11544837:11544987,coding_promoter,A,Germline
F54D5.9,chrII:11544837:11544987,coding_promoter,A,Germline
dnj-13,chrII:11545440:11545590,coding_promoter,A,Ubiq
F54D5.9,chrII:11545440:11545590,coding_promoter,A,Ubiq
F54D5.9,chrII:11546183:11546333,putative_enhancer,A,Ubiq
dnj-13,chrII:11546183:11546333,putative_enhancer,A,Ubiq
F54D5.9,chrII:11546542:11546692,coding_promoter,A,Unclassified
dnj-13,chrII:11546977:11547127,putative_enhancer,A,Unclassified
F54D5.7,chrII:11547383:11547533,coding_promoter,A,Ubiq-Biased
F54D5.7,chrII:11548132:11548282,putative_enhancer,A,Unclassified
F54D5.17,chrII:11555705:11555855,coding_promoter,R,Unclassified
F54D5.17,chrII:11556522:11556672,putative_enhancer,R,Unclassified
F54D5.15,chrII:11563226:11563376,coding_promoter,R,Unclassified
F54D5.15,chrII:11564194:11564344,coding_promoter,border,Unclassified
F54D5.5,chrII:11566805:11566955,putative_enhancer,A,Germline
F54D5.5,chrII:11567348:11567498,coding_promoter,A,Ubiq-Biased
.,chrII:11568182:11568332,putative_enhancer,A,Unclassified
F54D5.23,chrII:11568832:11568982,putative_enhancer,A,Unclassified
F54D5.4,chrII:11569340:11569490,coding_promoter,A,Unclassified
F54D5.23,chrII:11569340:11569490,coding_promoter,A,Unclassified
F54D5.3,chrII:11571552:11571702,coding_promoter,A,Intest
F54D5.2,chrII:11573087:11573237,coding_promoter,A,Germline
pcs-1,chrII:11575032:11575182,putative_enhancer,A,Muscle
pcs-1,chrII:11576241:11576391,putative_enhancer,A,Unclassified
pcs-1,chrII:11577269:11577419,coding_promoter,A,Germline_Muscle
smc-6,chrII:11577574:11577724,coding_promoter,A,Unclassified
pcs-1,chrII:11577574:11577724,coding_promoter,A,Unclassified
pcs-1,chrII:11577760:11577910,putative_enhancer,A,Germline
smc-6,chrII:11577760:11577910,putative_enhancer,A,Germline
smc-6,chrII:11577997:11578147,coding_promoter,A,Germline
smc-6,chrII:11578469:11578619,coding_promoter,A,Ubiq
pcs-1,chrII:11578469:11578619,coding_promoter,A,Ubiq
smc-6,chrII:11578727:11578877,putative_enhancer,A,Ubiq
gfat-1,chrII:11595680:11595830,coding_promoter,A,Ubiq-Biased
gfat-1,chrII:11596380:11596530,coding_promoter,A,Ubiq-Biased
npp-5,chrII:11596686:11596836,putative_enhancer,A,Unclassified
npp-5,chrII:11599882:11600032,coding_promoter,A,Ubiq
mir-2207,chrII:11600223:11600373,coding_promoter,A,Unclassified
npp-5,chrII:11600223:11600373,coding_promoter,A,Unclassified
F07A11.4,chrII:11600769:11600919,coding_promoter,A,Neurons
F07A11.4,chrII:11601076:11601226,putative_enhancer,A,Unclassified
F07A11.4,chrII:11602663:11602813,coding_promoter,A,Muscle
F07A11.4,chrII:11604023:11604173,putative_enhancer,A,Unclassified
F07A11.4,chrII:11604720:11604870,coding_promoter,A,Neurons_Intest
F07A11.4,chrII:11607550:11607700,putative_enhancer,A,Unclassified
F07A11.5,chrII:11611586:11611736,coding_promoter,A,Hypod_Intest
F07A11.5,chrII:11612118:11612268,coding_promoter,A,Hypod_Intest
din-1,chrII:11615193:11615343,putative_enhancer,A,Unclassified
din-1,chrII:11616295:11616445,putative_enhancer,A,Unclassified
din-1,chrII:11617587:11617737,putative_enhancer,A,Ubiq-Biased
din-1,chrII:11619246:11619396,putative_enhancer,A,Soma
F07A11.15,chrII:11619943:11620093,coding_promoter,A,Soma
din-1,chrII:11619943:11620093,coding_promoter,A,Soma
din-1,chrII:11620782:11620932,putative_enhancer,A,Ubiq-Biased
din-1,chrII:11621670:11621820,putative_enhancer,A,Neurons_Muscle
din-1,chrII:11630114:11630264,putative_enhancer,A,Unclassified
din-1,chrII:11631471:11631621,putative_enhancer,A,Hypod
din-1,chrII:11631719:11631869,putative_enhancer,A,Unclassified
din-1,chrII:11634288:11634438,coding_promoter,A,Ubiq-Biased
ZK20.9,chrII:11635089:11635239,coding_promoter,A,Soma
din-1,chrII:11635089:11635239,coding_promoter,A,Soma
din-1,chrII:11635892:11636042,coding_promoter,A,Ubiq-Biased
.,chrII:11636727:11636877,putative_enhancer,A,Ubiq-Biased
.,chrII:11637113:11637263,putative_enhancer,border,Unclassified
.,chrII:11638612:11638762,putative_enhancer,border,Unclassified
ghi-1,chrII:11642157:11642307,coding_promoter,R,Hypod
ghi-1,chrII:11644531:11644681,putative_enhancer,R,Hypod
ghi-1,chrII:11646411:11646561,coding_promoter,border,Hypod_Intest
ghi-1,chrII:11646948:11647098,putative_enhancer,border,Unclassified
ghi-1,chrII:11647926:11648076,putative_enhancer,border,Unclassified
ghi-1,chrII:11648873:11649023,putative_enhancer,A,Unclassified
ZK20.4,chrII:11649358:11649508,putative_enhancer,A,Unclassified
rpn-12,chrII:11652891:11653041,coding_promoter,A,Ubiq
rad-23,chrII:11652891:11653041,coding_promoter,A,Ubiq
nep-1,chrII:11657231:11657381,coding_promoter,A,Hypod
.,chrII:11657484:11657634,putative_enhancer,A,Unclassified
trr-1,chrII:11661740:11661890,putative_enhancer,A,Germline
C47D12.2,chrII:11676084:11676234,coding_promoter,A,Ubiq
trr-1,chrII:11676084:11676234,coding_promoter,A,Ubiq
sfxn-1.4,chrII:11680082:11680232,putative_enhancer,border,Germline
sfxn-1.4,chrII:11680355:11680505,putative_enhancer,border,Germline
sfxn-1.4,chrII:11681020:11681170,coding_promoter,border,Germline
sfxn-1.4,chrII:11681368:11681518,putative_enhancer,border,Germline
C47D12.4,chrII:11681679:11681829,coding_promoter,border,Germline
sfxn-1.4,chrII:11681679:11681829,coding_promoter,border,Germline
C47D12.5,chrII:11685429:11685579,coding_promoter,border,Unclassified
kel-1,chrII:11688139:11688289,coding_promoter,A,Germline_Neurons_Muscle_Intest
kel-1,chrII:11689828:11689978,putative_enhancer,A,Muscle
tars-1,chrII:11694293:11694443,coding_promoter,A,Muscle
kel-1,chrII:11694597:11694747,coding_promoter,A,Ubiq
tars-1,chrII:11694597:11694747,coding_promoter,A,Ubiq
kel-1,chrII:11694748:11694898,coding_promoter,A,Unclassified
tars-1,chrII:11695095:11695245,coding_promoter,A,Unclassified
tars-1,chrII:11695529:11695679,coding_promoter,A,Germline
tars-1,chrII:11695820:11695970,coding_promoter,A,Unclassified
inos-1,chrII:11700354:11700504,coding_promoter,A,Neurons
inos-1,chrII:11700710:11700860,coding_promoter,A,Unclassified
F13D12.9,chrII:11707939:11708089,putative_enhancer,A,Unclassified
VF13D12L.3,chrII:11707939:11708089,putative_enhancer,A,Unclassified
F13D12.9,chrII:11709429:11709579,coding_promoter,A,Unclassified
F13D12.9,chrII:11710907:11711057,coding_promoter,A,Hypod
F13D12.9,chrII:11712174:11712324,putative_enhancer,A,Unclassified
VF13D12L.3,chrII:11712174:11712324,putative_enhancer,A,Unclassified
F13D12.9,chrII:11713195:11713345,putative_enhancer,A,Unclassified
VF13D12L.3,chrII:11713195:11713345,putative_enhancer,A,Unclassified
F13D12.10,chrII:11713640:11713790,coding_promoter,A,Neurons_Muscle
F13D12.9,chrII:11713640:11713790,coding_promoter,A,Neurons_Muscle
F13D12.10,chrII:11714014:11714164,putative_enhancer,A,Unclassified
F13D12.10,chrII:11714899:11715049,putative_enhancer,A,Unclassified
F13D12.10,chrII:11716759:11716909,putative_enhancer,A,Hypod
.,chrII:11719749:11719899,putative_enhancer,A,Unclassified
F13D12.3,chrII:11720461:11720611,coding_promoter,A,Hypod
ldh-1,chrII:11722361:11722511,coding_promoter,A,Unclassified
ldh-1,chrII:11723022:11723172,coding_promoter,A,Neurons
ldh-1,chrII:11724000:11724150,coding_promoter,A,Neurons
ldh-1,chrII:11724531:11724681,coding_promoter,A,Neurons_Muscle_Hypod
ldh-1,chrII:11725646:11725796,putative_enhancer,A,Muscle
ldh-1,chrII:11726280:11726430,putative_enhancer,A,Unclassified
F13D12.5,chrII:11726586:11726736,coding_promoter,A,Unclassified
F13D12.5,chrII:11726847:11726997,putative_enhancer,A,Ubiq
F13D12.5,chrII:11727222:11727372,putative_enhancer,A,Ubiq
F13D12.5,chrII:11727713:11727863,putative_enhancer,A,Ubiq
alh-8,chrII:11728630:11728780,coding_promoter,A,Ubiq-Biased
alh-8,chrII:11729064:11729214,putative_enhancer,A,Ubiq-Biased
alh-8,chrII:11729770:11729920,putative_enhancer,A,Ubiq
alh-8,chrII:11730319:11730469,putative_enhancer,A,Ubiq
F13D12.8,chrII:11731257:11731407,putative_enhancer,A,Ubiq-Biased
F13D12.8,chrII:11731610:11731760,putative_enhancer,A,Unclassified
F13D12.8,chrII:11732617:11732767,coding_promoter,A,Ubiq-Biased
F13D12.8,chrII:11733950:11734100,putative_enhancer,A,Unclassified
F13D12.8,chrII:11736746:11736896,putative_enhancer,A,Muscle
F13D12.8,chrII:11737010:11737160,putative_enhancer,A,Unclassified
F13D12.8,chrII:11737485:11737635,coding_promoter,A,Muscle_Hypod
F13D12.6,chrII:11739340:11739490,coding_promoter,A,Intest
gpb-1,chrII:11742890:11743040,putative_enhancer,A,Unclassified
gpb-1,chrII:11743474:11743624,putative_enhancer,A,Ubiq-Biased
gpb-1,chrII:11743730:11743880,putative_enhancer,A,Ubiq-Biased
gpb-1,chrII:11744575:11744725,coding_promoter,A,Ubiq
gpb-1,chrII:11745662:11745812,putative_enhancer,A,Unclassified
gpb-1,chrII:11745956:11746106,putative_enhancer,A,Unclassified
gpb-1,chrII:11747624:11747774,putative_enhancer,A,Ubiq
gpb-1,chrII:11747989:11748139,putative_enhancer,A,Unclassified
gpb-1,chrII:11748679:11748829,coding_promoter,A,Ubiq-Biased
gpb-1,chrII:11748984:11749134,putative_enhancer,A,Ubiq-Biased
gpb-1,chrII:11749578:11749728,coding_promoter,A,Neurons_Muscle_Intest
gpb-1,chrII:11749806:11749956,coding_promoter,A,Soma
gpb-1,chrII:11750034:11750184,coding_promoter,A,Neurons_Muscle_Intest
gpb-1,chrII:11751685:11751835,coding_promoter,A,Neurons_Muscle
gpb-1,chrII:11752040:11752190,putative_enhancer,A,Neurons
gpb-1,chrII:11753095:11753245,putative_enhancer,A,Neurons_Muscle
gpb-1,chrII:11754590:11754740,putative_enhancer,A,Unclassified
gpb-1,chrII:11756356:11756506,coding_promoter,A,Ubiq-Biased
.,chrII:11756715:11756865,putative_enhancer,A,Ubiq-Biased
F44E5.5,chrII:11759422:11759572,coding_promoter,A,Soma
F44E5.4,chrII:11759422:11759572,coding_promoter,A,Soma
F44E5.2,chrII:11766189:11766339,coding_promoter,R,Unclassified
